City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
381,batemans bay,-35.72,150.18,69.01,96,100,1.99,AU,1581532839
382,broken hill,-31.95,141.43,71.6,60,0,11.41,AU,1581532841
383,mareeba,-17.0,145.43,78.8,83,2,1.12,AU,1581532749
384,pacasmayo,-7.4,-79.57,78.06,67,58,14.07,PE,1581532845
385,linxia,35.6,103.21,34.23,21,0,10.8,CN,1581532847
386,kango,0.19,10.1,78.26,89,73,3.33,GA,1581532849
387,fredericksburg,38.3,-77.46,50.0,55,40,3.36,US,1581532702
388,kennett,36.24,-90.06,42.8,100,90,6.93,US,1581532853
389,peniche,39.36,-9.38,57.99,82,90,2.24,PT,1581532855
390,imeni poliny osipenko,52.42,136.49,3.56,97,100,2.1,RU,1581532857
391,broome,42.25,-75.83,39.0,71,1,11.41,US,1581532859
392,acapulco,16.86,-99.89,87.8,45,5,4.7,MX,1581532621
393,ilulissat,69.22,-51.1,1.4,41,40,1.12,GL,1581532863
394,nicoya,10.15,-85.45,93.2,41,0,25.28,CR,1581532866
395,nouadhibou,20.93,-17.03,78.8,39,0,11.41,MR,1581532868
396,kirakira,-10.45,161.92,78.12,85,100,7.16,SB,1581532870
397,honningsvag,70.98,25.97,35.6,59,75,17.22,NO,1581532745
398,paamiut,61.99,-49.67,4.44,58,71,13.76,GL,1581532874
399,lincoln village,39.95,-83.13,37.4,69,90,5.82,US,1581532772
400,vostok,46.49,135.88,21.4,97,71,3.51,RU,1581532878
401,nuuk,64.18,-51.72,10.4,55,20,8.05,GL,1581532795
402,ixtapa,20.7,-105.2,78.01,65,90,3.04,MX,1581532882
403,constitucion,-35.33,-72.42,65.61,62,62,18.43,CL,1581532744
404,meulaboh,4.14,96.13,82.89,78,96,7.11,ID,1581532886
405,banda aceh,5.56,95.32,74.53,94,96,3.85,ID,1581532888
406,gold coast,-28.0,153.43,73.0,94,75,8.05,AU,1581532890
407,chancay,-11.57,-77.27,78.8,65,40,10.29,PE,1581532892
408,birjand,32.87,59.22,30.2,22,30,5.06,IR,1581532691
409,isangel,-19.55,169.27,80.04,87,99,8.86,VU,1581532752
410,stornoway,58.21,-6.39,34.0,67,40,16.11,GB,1581532898
411,esperance,-33.87,121.9,62.6,93,90,6.93,AU,1581532900
412,carbonia,39.17,8.52,57.2,62,75,6.93,IT,1581532902
413,pacific grove,36.62,-121.92,62.01,44,1,9.64,US,1581532796
414,forssa,60.78,23.6,37.0,94,100,1.01,FI,1581532906
415,atambua,-9.11,124.89,75.31,86,100,1.9,ID,1581532908
416,naldurg,17.82,76.3,70.66,57,4,3.44,IN,1581532911
417,san miguelito,9.03,-79.5,93.2,55,20,12.75,PA,1581532676
418,dong hoi,17.48,106.6,71.2,93,57,1.86,VN,1581532806
419,barybino,55.27,37.89,30.0,79,40,15.66,RU,1581532917
420,wokha,26.1,94.27,49.59,96,22,2.13,IN,1581532919
421,bayangol,50.7,103.47,-2.54,87,82,1.95,RU,1581532921
422,moratuwa,6.77,79.88,80.6,78,32,9.17,LK,1581532923
423,bilibino,68.05,166.44,-16.73,94,3,3.4,RU,1581532925
424,kandrian,-6.22,149.55,76.59,86,82,13.42,PG,1581532927
425,sukhaya buyvola,45.15,43.0,32.0,85,75,29.08,RU,1581532929
426,cuenca,-2.88,-78.98,69.8,49,75,9.17,EC,1581532931
427,sivas,39.79,37.0,23.0,92,75,6.93,TR,1581532933
428,solnechnyy,50.72,136.63,7.47,93,95,1.92,RU,1581532935
429,barinas,8.62,-70.21,87.51,44,94,9.26,VE,1581532937
430,oksfjord,70.24,22.35,32.0,73,95,16.11,NO,1581532940
431,bonthe,7.53,-12.51,84.78,68,30,13.73,SL,1581532942
432,oksbol,55.63,8.29,41.0,93,100,18.34,DK,1581532944
433,vasilsursk,56.13,46.01,17.15,86,100,11.79,RU,1581532946
434,cervo,43.67,-7.41,57.0,1,43,4.76,ES,1581532690
435,husavik,66.04,-17.34,21.2,73,75,12.75,IS,1581532814
436,jaguaruna,-28.61,-49.03,78.13,61,3,9.17,BR,1581532952
437,grand-santi,4.25,-54.38,86.81,52,100,4.41,GF,1581532954
438,millinocket,45.66,-68.71,37.99,47,20,6.93,US,1581532956
439,karratha,-20.74,116.85,80.58,85,0,16.71,AU,1581532958
440,kimbe,-5.55,150.14,75.15,95,65,3.85,PG,1581532960
441,karpinsk,59.77,60.01,18.86,88,36,6.8,RU,1581532962
442,necochea,-38.55,-58.74,90.0,45,0,17.0,AR,1581532964
443,makushino,55.21,67.24,8.08,88,100,10.2,RU,1581532966
444,magadan,59.57,150.8,0.77,62,100,4.88,RU,1581532968
445,turayf,31.67,38.66,48.2,70,0,4.7,SA,1581532970
446,tiarei,-17.53,-149.33,84.2,74,75,3.36,PF,1581532972
447,igurubi,-4.0,33.7,70.39,81,96,4.56,TZ,1581532974
448,ko samui,9.54,99.94,81.68,80,1,13.04,TH,1581532853
449,vestmanna,62.16,-7.17,32.0,70,69,13.87,FO,1581532978
450,alofi,-19.06,-169.92,71.6,100,100,10.29,NU,1581532738
451,kuytun,54.34,101.5,0.3,96,93,3.8,RU,1581532982
452,apastovo,55.2,48.51,17.6,67,89,8.95,RU,1581532985
453,bairiki,1.33,172.98,78.8,94,75,16.11,KI,1581532987
454,fairbanks,64.84,-147.72,-5.8,63,90,6.93,US,1581532695
455,narsaq,60.92,-46.05,6.8,29,5,4.7,GL,1581532991
456,kilindoni,-7.91,39.67,83.14,77,61,6.51,TZ,1581532993
457,voh,-20.97,164.7,80.26,85,77,11.21,NC,1581532995
458,rothenbach,47.62,9.98,41.0,65,20,4.7,DE,1581532997
459,charagua,-19.8,-63.22,86.0,55,40,4.7,BO,1581532999
460,maumere,-8.62,122.21,76.5,80,98,2.62,ID,1581533001
461,wuwei,37.93,102.64,29.75,26,43,1.01,CN,1581533003
462,broceni,56.7,22.53,36.59,95,95,14.09,LV,1581533005
463,clyde river,70.47,-68.59,-13.0,75,40,18.34,CA,1581532764
464,sao filipe,14.9,-24.5,74.16,58,0,11.83,CV,1581532812
465,lermontovka,47.15,134.34,27.34,98,100,1.97,RU,1581533011
466,kunya,12.22,8.53,75.33,15,86,10.51,NG,1581533013
467,arkhangelsk,64.54,40.54,35.6,80,75,8.95,RU,1581533015
468,hengyang,26.89,112.61,59.36,95,98,0.56,CN,1581533017
469,ambovombe,-25.17,46.08,75.31,78,0,11.99,MG,1581533019
470,mumford,5.26,-0.76,83.95,55,36,8.86,GH,1581533021
471,benguela,-12.58,13.41,80.42,79,28,6.24,AO,1581533023
472,amahai,-3.33,128.92,82.02,69,75,7.31,ID,1581533025
473,weston,26.1,-80.4,84.99,62,40,17.22,US,1581533027
474,seminole,28.71,-81.21,87.01,58,75,9.17,US,1581533029
475,san policarpo,12.18,125.51,78.19,81,69,11.7,PH,1581533032
476,petropavl,54.88,69.16,5.02,85,33,8.08,KZ,1581533034
477,lata,40.16,-8.33,57.99,82,90,2.24,PT,1581533036
478,pecos,31.42,-103.49,51.01,66,1,16.11,US,1581533038
479,kaifeng,34.79,114.35,42.8,87,0,2.24,CN,1581533041
480,la rioja,42.25,-2.5,51.01,87,40,2.24,ES,1581533043
481,zermatt,46.02,7.75,45.0,52,1,4.7,CH,1581533045
482,san quintin,30.48,-115.95,61.59,43,0,8.99,MX,1581532818
483,killarney,52.05,-9.52,42.8,93,75,9.17,IE,1581532951
484,galesong,-5.32,119.37,75.2,94,20,2.24,ID,1581533051
485,ishigaki,24.34,124.16,72.64,79,0,16.93,JP,1581533053
486,hirara,24.8,125.28,71.83,81,37,11.65,JP,1581532768
487,miri,4.41,114.01,77.0,94,75,2.24,MY,1581533057
488,vung tau,10.35,107.08,77.16,83,0,15.77,VN,1581533059
489,farsund,58.09,6.8,39.99,67,49,14.0,NO,1581533061
490,lazaro cardenas,17.96,-102.2,89.55,32,0,4.94,MX,1581532805
491,tagusao,9.19,117.81,72.01,82,99,3.56,PH,1581533065
492,waynesboro,38.07,-78.89,48.99,74,90,9.17,US,1581533035
493,conde,-7.26,-34.91,87.8,58,40,13.87,BR,1581533070
494,orangeburg,33.49,-80.86,75.99,73,1,3.36,US,1581533072
495,vicuna,-30.03,-70.71,87.01,68,20,12.75,CL,1581533074
496,taft,31.75,54.21,35.6,27,0,4.7,IR,1581533076
497,nikki,9.94,3.21,81.46,9,19,4.52,BJ,1581533078
498,humen,22.82,113.67,69.01,93,40,2.24,CN,1581533080
499,dudinka,69.41,86.18,8.6,84,75,29.08,RU,1581533082
500,bradu,44.78,24.9,33.87,55,13,4.14,RO,1581533084
501,along,28.17,94.77,52.72,81,85,3.74,IN,1581533086
502,mogadishu,2.04,45.34,80.74,78,15,26.6,SO,1581532818
503,opuwo,-18.06,13.84,78.1,29,40,8.16,NA,1581533090
504,altay,47.87,88.12,7.29,32,0,7.56,CN,1581533092
505,lingao,19.91,109.69,70.93,87,0,8.16,CN,1581533094
506,tignere,7.37,12.65,73.04,21,19,1.25,CM,1581533096
507,ciudad bolivar,8.12,-63.55,93.09,39,43,10.36,VE,1581532836
508,dali,25.7,100.18,37.35,74,10,3.06,CN,1581533100
509,hienghene,-20.68,164.93,81.52,86,87,17.34,NC,1581533102
510,pudozh,61.81,36.53,30.99,95,100,7.11,RU,1581533105
511,xining,36.62,101.77,25.74,22,8,4.27,CN,1581533107
512,tarauaca,-8.16,-70.77,94.12,43,30,2.44,BR,1581533109
513,getahovit,40.9,45.14,20.39,53,71,14.9,AM,1581533111
514,souillac,-20.52,57.52,80.6,83,20,12.75,MU,1581533113
515,pitkyaranta,61.57,31.48,32.31,87,97,13.53,RU,1581533115
516,alipur,29.38,70.91,60.17,51,8,6.8,PK,1581533117
517,korla,41.76,86.15,34.0,77,31,1.99,CN,1581533119
518,bengkulu,-3.8,102.27,75.38,92,98,3.29,ID,1581533121
519,dutlwe,-23.98,23.9,73.67,61,51,18.1,BW,1581533123
520,sao joao da barra,-21.64,-41.05,77.0,88,90,4.7,BR,1581533125
